Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),Environment:Site Outdoor Air Relative Humidity [%](Hourly),Environment:Site Wind Speed [m/s](Hourly),UNZ_0:Zone Windows Total Transmitted Solar Radiation Energy [J](Hourly),UNZ_0:Zone Operative Temperature [C](Hourly),UNZ_0:Zone Air Relative Humidity [%](Hourly),UNZ_0 IDEAL LOADS AIR:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),PEOPLE UNZ_0:Zone Thermal Comfort ASHRAE 55 Adaptive Model Running Average Outdoor Air Temperature [C](Hourly) 
 04/09  19:00:00,29.1125,36.75,5.75,0.0,27.8046759205207,63.6215851167828,0.0,18.9762108290774 
 04/09  20:00:00,27.7625,41.,1.875,0.0,27.8409917439186,58.0112058673103,0.0,18.9762108290774 
 04/09  21:00:00,26.575,50.25,0.0,0.0,27.5800790193736,47.9963406192511,0.0,18.9762108290774 
 04/09  22:00:00,25.45,56.5,0.0,0.0,27.0501299256486,53.0337886444205,0.0,18.9762108290774 
 04/09  23:00:00,24.875,59.875,0.0,0.0,26.7522453820799,55.4440343762128,0.0,18.9762108290774 
 04/09  24:00:00,24.1125,61.625,1.875,0.0,26.1173708679191,57.7538536214437,0.0,18.9762108290774 
 04/10  01:00:00,22.95,67.,3.,0.0,25.4001773865909,62.3212656673102,0.0,19.228184356997 
 04/10  02:00:00,22.5,75.625,1.125,0.0,25.0122963035423,69.4001473513666,0.0,19.228184356997 
 04/10  03:00:00,22.1875,70.875,1.25,0.0,24.5932879021904,65.8033682251363,0.0,19.228184356997 
 04/10  04:00:00,22.75,55.375,3.25,0.0,24.5831741116386,52.2504558536758,0.0,19.228184356997 
 04/10  05:00:00,22.7625,48.375,4.,0.0,24.4837885814957,45.7724736732889,0.0,19.228184356997 
 04/10  06:00:00,21.75,52.375,4.,131681.618300502,23.8220614057896,49.1825227202925,0.0,19.228184356997 
 04/10  07:00:00,20.675,59.375,1.5,1107157.90700807,23.2713172972947,54.6481795959338,0.0,19.228184356997 
 04/10  08:00:00,20.425,66.375,0.0,2992670.66178988,23.2592333807712,59.119322648567,0.0,19.228184356997 
 04/10  09:00:00,22.75,54.,2.5,4171335.81809251,23.8535648421675,52.9336595873655,0.0,19.228184356997 
 04/10  10:00:00,25.2875,40.625,3.375,4771294.56520022,24.887999085748,49.5828346460124,0.0,19.228184356997 
 04/10  11:00:00,27.25,35.5,3.,5502551.33863842,25.2812209214794,53.3180315010382,0.0,19.228184356997 
 04/10  12:00:00,29.125,29.625,3.,5990821.58084914,25.6848738831281,54.3615510275658,0.0,19.228184356997 
 04/10  13:00:00,30.8,25.125,3.625,6750433.71736653,26.0974341452041,53.2496342066311,0.0,19.228184356997 
 04/10  14:00:00,31.8375,19.,4.625,7867470.56008796,26.5336641590977,50.8328661737993,0.0,19.228184356997 
 04/10  15:00:00,32.5375,12.875,5.625,8416860.97429575,26.967742242787,45.9133530232826,0.0,19.228184356997 
 04/10  16:00:00,32.8,11.,6.,7794663.25563103,27.3589508170707,41.1663111926461,0.0,19.228184356997 
 04/10  17:00:00,32.6125,10.375,6.,5868116.65124276,27.6614194018555,38.303305228047,0.0,19.228184356997 
 04/10  18:00:00,31.875,10.,6.,3702912.3182203,27.8724982505144,36.3400707573938,0.0,19.228184356997 
 04/10  19:00:00,30.5,11.875,4.75,0.0,28.046095856826,35.2023593664141,0.0,19.228184356997 
 04/10  20:00:00,28.7125,16.125,4.625,0.0,28.1535016678544,35.7399745938263,0.0,19.228184356997 
 04/10  21:00:00,27.375,18.625,5.,0.0,27.9646023037205,20.9091851547011,0.0,19.228184356997 
 04/10  22:00:00,26.375,19.625,5.,0.0,27.5305612132928,19.1694933298266,0.0,19.228184356997 
 04/10  23:00:00,25.375,21.875,5.,0.0,27.0207634373264,20.9870911696302,0.0,19.228184356997 
 04/10  24:00:00,23.9375,28.625,3.75,0.0,26.1907892768847,26.9423945198878,0.0,19.228184356997 
 04/11  01:00:00,24.05,29.5,4.25,0.0,25.9568804764232,27.9769889478715,0.0,19.4696059895415 
 04/11  02:00:00,23.9375,29.875,4.375,0.0,25.7502247574501,28.3887898806575,0.0,19.4696059895415 
 04/11  03:00:00,23.225,32.25,4.,0.0,25.2404051639795,30.5054042218733,0.0,19.4696059895415 
 04/11  04:00:00,22.5625,37.375,4.,0.0,24.8315692469643,35.1065773403234,0.0,19.4696059895415 
 04/11  05:00:00,22.1125,40.,4.625,0.0,24.3416126398751,37.7809321181434,0.0,19.4696059895415 
 04/11  06:00:00,21.375,43.125,3.75,19620.5092617757,23.7009566218229,40.3917773453384,0.0,19.4696059895415 
 04/11  07:00:00,20.4375,46.875,3.,414737.77501866,23.205896056627,43.1333827126182,0.0,19.4696059895415 
 04/11  08:00:00,20.975,46.75,3.625,2368626.01636049,23.0966397197207,43.9277408400985,0.0,19.4696059895415 
 04/11  09:00:00,22.4375,41.,3.375,5065841.02786851,23.7944067684359,39.1724946906738,0.0,19.4696059895415 
 04/11  10:00:00,23.375,38.,3.625,6301908.26043562,24.2980548292734,36.9367137301728,0.0,19.4696059895415 
 04/11  11:00:00,24.5375,32.375,4.,6705091.79449436,25.0471121498532,34.3854836805005,0.0,19.4696059895415 
 04/11  12:00:00,25.725,27.75,4.,5788395.97715585,25.6021582473475,38.9780597356452,0.0,19.4696059895415 
 04/11  13:00:00,26.35,25.75,3.375,6130120.49699322,25.9487492298596,42.0544290053462,0.0,19.4696059895415 
 04/11  14:00:00,27.4375,23.75,3.,5163433.02001703,26.2456553490089,43.2351898672429,0.0,19.4696059895415 
 04/11  15:00:00,28.3125,21.75,3.,4445343.58643139,26.4971522688448,43.6753891281642,0.0,19.4696059895415 
 04/11  16:00:00,28.25,22.875,3.,4711006.42583949,26.7443296436245,43.7323644693032,0.0,19.4696059895415 
 04/11  17:00:00,28.35,21.5,3.625,5334035.53387348,27.012342219109,43.8752012556663,0.0,19.4696059895415 
 04/11  18:00:00,28.0625,20.625,1.5,7109580.20728681,27.2975634436583,42.8621934885579,0.0,19.4696059895415 
 04/11  19:00:00,27.55,21.625,1.25,0.0,27.4508318586433,42.3583983762866,0.0,19.4696059895415 
 04/11  20:00:00,25.775,29.5,0.75,0.0,26.8914799138424,27.4164017251649,0.0,19.4696059895415 
 04/11  21:00:00,24.05,37.75,0.0,0.0,26.2015600920216,34.7420395925751,0.0,19.4696059895415 
 04/11  22:00:00,22.6,44.375,0.0,0.0,25.5053477987716,39.6941609029626,0.0,19.4696059895415 
 04/11  23:00:00,21.875,47.625,1.25,0.0,24.6441958093165,43.7975261692846,0.0,19.4696059895415 
 04/11  24:00:00,20.3625,54.875,0.75,0.0,23.7627400260164,49.0500951031871,0.0,19.4696059895415 
 04/12  01:00:00,19.8125,56.5,1.875,0.0,22.8617366162962,51.981493296222,0.0,19.6333274565568 
 04/12  02:00:00,19.625,55.625,3.,0.0,22.5261255600824,50.8878092317444,0.0,19.6333274565568 
 04/12  03:00:00,19.3375,57.25,1.125,0.0,22.369891613816,51.5007371683745,0.0,19.6333274565568 
 04/12  04:00:00,19.6125,54.25,1.25,0.0,22.0092669272519,50.5405281099109,0.0,19.6333274565568 
 04/12  05:00:00,19.925,54.5,0.75,0.0,22.2209990954009,50.0938024882304,0.0,19.6333274565568 
 04/12  06:00:00,20.375,51.,2.5,5594.59662924942,22.1239574745475,48.3110131511393,0.0,19.6333274565568 
 04/12  07:00:00,21.475,43.625,4.625,112329.954452942,22.5207493930226,41.8533159898928,0.0,19.6333274565568 
 04/12  08:00:00,23.25,35.375,4.375,502846.603908772,23.3167487323309,39.125159980894,0.0,19.6333274565568 
 04/12  09:00:00,25.5625,28.25,5.875,775500.215983201,23.6946668952744,44.002540323565,0.0,19.6333274565568 
 04/12  10:00:00,29.3125,23.5,5.75,1100430.54947193,24.0168458378986,46.1758797782666,0.0,19.6333274565568 
 04/12  11:00:00,32.75,21.375,4.375,1790972.31421987,24.3725463894509,48.3058172123667,0.0,19.6333274565568 
 04/12  12:00:00,31.1125,26.625,6.5,1949064.18472452,24.6858690985306,51.2629802296146,0.0,19.6333274565568 
 04/12  13:00:00,30.6875,28.125,8.,2592624.09931962,24.9926945209141,53.8690386870749,0.0,19.6333274565568 
 04/12  14:00:00,31.5875,24.5,9.25,3772651.24690366,25.3608775413184,54.4006351764858,0.0,19.6333274565568 
 04/12  15:00:00,30.7,18.,10.625,2802590.45341023,25.6407102627645,51.7726673360173,0.0,19.6333274565568 
 04/12  16:00:00,29.1,18.75,10.375,2520325.99364375,25.8751592707529,47.0470896899829,0.0,19.6333274565568 
 04/12  17:00:00,27.5625,22.875,10.,2951994.93989622,26.1102198008708,45.4618589331203,0.0,19.6333274565568 
 04/12  18:00:00,27.3125,25.25,9.375,2519684.15062417,26.3307050009251,45.3047851803208,0.0,19.6333274565568 
 04/12  19:00:00,27.4375,24.75,8.375,0.0,26.5425476200029,45.6516329556024,0.0,19.6333274565568 
 04/12  20:00:00,27.525,25.25,5.5,0.0,26.7009146530964,45.7135090752919,0.0,19.6333274565568 
 04/12  21:00:00,27.725,23.5,4.625,0.0,26.8822783045248,45.6972523316864,0.0,19.6333274565568 
 04/12  22:00:00,27.675,23.25,1.875,0.0,27.0346932389479,44.9132157555607,0.0,19.6333274565568 
 04/12  23:00:00,28.225,20.25,1.875,0.0,27.187921270482,44.2121528552143,0.0,19.6333274565568 
 04/12  24:00:00,27.5375,23.625,4.25,0.0,27.3239118473684,43.3639890380589,0.0,19.6333274565568 
 04/13  01:00:00,24.775,47.625,10.,0.0,26.2279575692989,44.8486604049942,0.0,19.8433970968938 
 04/13  02:00:00,22.8125,66.25,10.5,0.0,25.1418712121561,62.7653019304804,0.0,19.8433970968938 
 04/13  03:00:00,21.9,69.375,8.375,0.0,24.5448172335057,64.8234953610232,0.0,19.8433970968938 
 04/13  04:00:00,20.725,73.375,8.,0.0,23.5266735619555,68.7160172381858,0.0,19.8433970968938 
 04/13  05:00:00,20.075,76.625,6.75,0.0,22.757497485591,71.7032608694896,0.0,19.8433970968938 
 04/13  06:00:00,20.3125,80.125,5.375,0.0,22.5987113812688,75.2065311821067,0.0,19.8433970968938 
 04/13  07:00:00,20.75,82.625,3.75,376234.141559899,22.7997830363162,77.7378021934806,0.0,19.8433970968938 
 04/13  08:00:00,20.3375,88.,3.625,2619504.24469782,22.4680173187375,82.8098644648642,0.0,19.8433970968938 
 04/13  09:00:00,20.125,92.25,4.625,4995825.93724862,22.1630811283222,87.4234160147548,0.0,19.8433970968938 
 04/13  10:00:00,20.2,90.5,8.125,6565758.99216635,22.2163112975019,85.4358944747273,0.0,19.8433970968938 
 04/13  11:00:00,20.325,84.625,10.625,7869742.64591406,22.3253676526728,79.9489702194643,0.0,19.8433970968938 
 04/13  12:00:00,20.775,79.5,9.75,8328556.28022093,22.4921764696621,75.6641891000501,0.0,19.8433970968938 
 04/13  13:00:00,21.,78.,9.,8840848.15150083,22.5943248733055,74.4996023317867,0.0,19.8433970968938 
 04/13  14:00:00,21.9375,72.375,7.125,9073626.41359223,23.0666608993431,69.4971065136538,0.0,19.8433970968938 
 04/13  15:00:00,22.25,74.,5.375,8540968.42339017,23.4713360425893,71.1186137853965,0.0,19.8433970968938 
 04/13  16:00:00,22.1625,78.875,6.875,6979237.16799233,23.456632726896,76.2653563776787,0.0,19.8433970968938 
 04/13  17:00:00,22.8875,75.625,6.125,3724597.43410865,23.8268568675094,72.9295785415469,0.0,19.8433970968938 
 04/13  18:00:00,22.8625,76.125,5.,2511370.12427749,23.8772516501445,72.6892613842039,0.0,19.8433970968938 
 04/13  19:00:00,22.225,80.5,5.,0.0,23.4704767918177,77.2076496526882,0.0,19.8433970968938 
 04/13  20:00:00,21.625,84.5,5.,0.0,23.1897459068578,79.7713514103176,0.0,19.8433970968938 
 04/13  21:00:00,21.275,86.625,5.,0.0,22.9410454742015,81.3369112521205,0.0,19.8433970968938 
 04/13  22:00:00,21.2,85.75,5.,0.0,22.7675989595649,81.0754253805991,0.0,19.8433970968938 
 04/13  23:00:00,21.3875,82.5,5.625,0.0,22.7943540622593,78.0814382918577,0.0,19.8433970968938 
 04/13  24:00:00,21.25,82.25,4.75,0.0,22.6717959113365,77.9969853096053,0.0,19.8433970968938 
 04/14  01:00:00,21.1,84.25,2.75,0.0,22.5721466891737,79.5079896868453,0.0,19.900492193664 
 04/14  02:00:00,20.85,86.875,3.25,0.0,22.379913201122,82.1783107387924,0.0,19.900492193664 
 04/14  03:00:00,20.8875,84.875,4.625,0.0,22.3698418726354,79.9928929190479,0.0,19.900492193664 
 04/14  04:00:00,21.,82.375,4.375,0.0,22.3385581530247,78.1718983369361,0.0,19.900492193664 
 04/14  05:00:00,21.,80.75,3.375,0.0,22.3380190791633,76.3439428902973,0.0,19.900492193664 
 04/14  06:00:00,21.0625,78.75,4.25,17575.8394917665,22.249364549367,75.4323391344357,0.0,19.900492193664 
 04/14  07:00:00,21.35,76.125,3.125,636189.430410913,22.389711081863,72.9179339781332,0.0,19.900492193664 
 04/14  08:00:00,21.25,79.375,2.625,2821444.91940823,22.3426846104729,76.7114786947249,0.0,19.900492193664 
 04/14  09:00:00,20.6625,85.125,4.25,5092288.8243124,22.1620418625329,80.9837750941506,0.0,19.900492193664 
 04/14  10:00:00,20.7125,87.,3.125,5615421.21200797,22.1650264821293,82.500536672638,0.0,19.900492193664 
 04/14  11:00:00,21.5875,82.,3.875,4834436.69723142,22.6025976061152,78.5337828945314,0.0,19.900492193664 
 04/14  12:00:00,21.6875,84.,1.875,5310763.89014888,22.8000324491787,79.5025771450439,0.0,19.900492193664 
 04/14  13:00:00,21.5625,87.,1.875,5921855.16973701,22.7956954420174,82.6361163998387,0.0,19.900492193664 
 04/14  14:00:00,21.35,86.375,3.,3977958.95500088,22.6397237990858,82.8462435734105,0.0,19.900492193664 
 04/14  15:00:00,21.3875,83.5,4.25,4872496.34271924,22.7285284457243,79.2096505365211,0.0,19.900492193664 
 04/14  16:00:00,20.9375,83.875,3.75,6928332.4864909,22.5893316866422,79.3135556897462,0.0,19.900492193664 
 04/14  17:00:00,20.85,85.625,4.25,6162118.36677951,22.4337106666852,81.4029103883605,0.0,19.900492193664 
 04/14  18:00:00,21.,86.625,5.625,8562280.07415167,22.5264678062804,81.9290949675694,0.0,19.900492193664 
 04/14  19:00:00,20.6875,90.75,5.375,0.0,22.2682105948273,85.9665139485211,0.0,19.900492193664 
 04/14  20:00:00,20.625,91.75,1.875,0.0,22.1734131200597,86.217629975953,0.0,19.900492193664 
 04/14  21:00:00,20.825,92.875,0.0,0.0,22.3064299103586,86.6678176092618,0.0,19.900492193664 
 04/14  22:00:00,19.0875,93.375,3.125,0.0,21.2907826605215,87.523476324927,0.0,19.900492193664 
 04/14  23:00:00,18.25,93.,1.875,0.0,20.8682041616335,84.6629044635476,0.0,19.900492193664 
 04/14  24:00:00,18.275,93.,1.875,0.0,20.7271976876052,85.5885885856996,0.0,19.900492193664 
 04/15  01:00:00,17.6375,78.625,6.125,0.0,20.1265733254822,72.9649164317212,11480071.4848708,19.9303021760975 
 04/15  02:00:00,16.4875,71.25,8.625,0.0,19.4272011366044,64.8469152294601,313345917.040723,19.9303021760975 
 04/15  03:00:00,16.0625,67.625,8.375,0.0,19.1949577245355,60.0433268800686,401777126.14825,19.9303021760975 
 04/15  04:00:00,15.85,70.,6.75,0.0,20.1717712503022,53.6908275898074,91780985.7660025,19.9303021760975 
 04/15  05:00:00,15.7,73.,6.625,0.0,20.9637714377984,57.0180425888791,0.0,19.9303021760975 
 04/15  06:00:00,15.2625,76.75,5.75,33707.6444851868,21.1470724483909,62.1238782870009,0.0,19.9303021760975 
 04/15  07:00:00,14.5,80.25,5.,547787.796812447,21.2438070279896,65.3752800678159,0.0,19.9303021760975 
 04/15  08:00:00,15.0125,79.75,5.625,2474137.92864572,21.3648267081547,66.8608844371647,0.0,19.9303021760975 
 04/15  09:00:00,16.375,75.25,6.,4880466.84267106,19.9916743415078,67.8850938804415,151834767.20715,19.9303021760975 
 04/15  10:00:00,17.525,69.875,7.25,6288656.21207588,19.693576983565,65.0538624435539,22181454.739686,19.9303021760975 
 04/15  11:00:00,18.65,64.875,8.,6643237.27244159,20.0060039094145,62.2440527470835,0.0,19.9303021760975 
 04/15  12:00:00,19.9125,57.375,6.75,6026143.53289594,20.6495576459476,55.6511274793181,0.0,19.9303021760975 
 04/15  13:00:00,21.0875,51.5,5.375,7039047.93154198,21.3928440553257,50.6457087703208,0.0,19.9303021760975 
 04/15  14:00:00,21.8125,48.125,5.,8380762.00043812,21.9241019576918,54.7211593633597,0.0,19.9303021760975 
 04/15  15:00:00,22.375,48.25,4.375,8165488.49936298,22.2940620752035,58.487498176306,0.0,19.9303021760975 
 04/15  16:00:00,22.35,50.25,4.625,7359998.24266399,22.5941060961448,61.4417744428599,0.0,19.9303021760975 
 04/15  17:00:00,22.575,47.875,4.375,6231541.62042709,22.8473458903222,62.8951069617872,0.0,19.9303021760975 
 04/15  18:00:00,22.8,46.625,4.625,4954603.15253256,23.0493571725285,62.8724072248318,0.0,19.9303021760975 
 04/15  19:00:00,22.425,49.5,5.,0.0,22.8867183595422,50.2374960431352,0.0,19.9303021760975 
 04/15  20:00:00,21.825,48.5,4.375,0.0,22.5788142455529,47.006051011671,0.0,19.9303021760975 
 04/15  21:00:00,21.1625,50.125,4.,0.0,22.2976186565467,47.7682937716719,0.0,19.9303021760975 
 04/15  22:00:00,19.775,62.,3.375,0.0,21.5335105479419,58.763099269624,0.0,19.9303021760975 
 04/15  23:00:00,18.6,74.25,3.625,0.0,20.908837129824,69.3010225318021,0.0,19.9303021760975 
 04/15  24:00:00,18.55,75.5,3.375,0.0,20.589436934418,70.9042853695095,0.0,19.9303021760975 
 04/16  01:00:00,17.5125,84.,2.375,0.0,19.9403774777252,77.9958402396594,9658222.51790284,19.8966879368942 
 04/16  02:00:00,16.175,89.375,0.75,0.0,19.5826051788339,77.5747232078992,19110588.2514666,19.8966879368942 
 04/16  03:00:00,15.55,89.,1.25,0.0,21.044117166278,68.1199828759032,0.0,19.8966879368942 
 04/16  04:00:00,14.9,89.,0.75,0.0,21.274942020823,71.5370961818747,0.0,19.8966879368942 
 04/16  05:00:00,14.2875,89.,0.0,0.0,21.4135646712706,72.3563792067995,0.0,19.8966879368942 
 04/16  06:00:00,13.7875,87.75,1.875,82349.5377596247,21.4858867326591,71.960339226537,0.0,19.8966879368942 
 04/16  07:00:00,13.5375,85.125,3.,1039067.47118136,21.4908179301814,70.8573772765767,0.0,19.8966879368942 
 04/16  08:00:00,15.4375,78.375,2.375,3249019.51111332,21.1237885776548,69.3058892668214,16110674.6229611,19.8966879368942 
 04/16  09:00:00,18.7875,55.625,3.875,3875949.20362957,20.3058568551314,53.4172198693103,0.0,19.8966879368942 
 04/16  10:00:00,21.0375,40.875,5.625,5736225.62803772,21.4165672376833,43.0707390162827,0.0,19.8966879368942 
 04/16  11:00:00,22.5375,36.5,6.625,5718846.73487706,21.8495769732878,47.8433001788774,0.0,19.8966879368942 
 04/16  12:00:00,23.35,29.375,6.375,5059369.15387591,22.1155004360313,49.5291101863057,0.0,19.8966879368942 
 04/16  13:00:00,24.25,25.375,5.375,5944149.98858279,22.4094811063736,47.759913933226,0.0,19.8966879368942 
 04/16  14:00:00,24.8875,23.75,5.625,7289429.03142544,22.7460052190858,46.2828089059,0.0,19.8966879368942 
 04/16  15:00:00,25.3125,22.375,6.,7957493.05243749,23.0900474539598,44.8341873367595,0.0,19.8966879368942 
 04/16  16:00:00,25.875,20.125,6.,7611803.2751806,23.409469880737,43.5139292671831,0.0,19.8966879368942 
 04/16  17:00:00,26.0375,19.,6.,6766553.11123157,23.6882655713399,42.0407968475404,0.0,19.8966879368942 
 04/16  18:00:00,26.,19.,6.,4684001.30695624,23.8912240814013,41.1910944712428,0.0,19.8966879368942 
 04/16  19:00:00,25.6875,20.25,5.375,0.0,24.0240155959775,40.8743736560901,0.0,19.8966879368942 
 04/16  20:00:00,23.625,31.,3.75,0.0,23.8494245976128,37.3936875875556,0.0,19.8966879368942 
 04/16  21:00:00,21.5625,47.,1.125,0.0,23.0767309883151,43.4678974368298,0.0,19.8966879368942 
 04/16  22:00:00,19.75,61.75,1.875,0.0,22.0408433623651,57.5191103415854,0.0,19.8966879368942 
 04/16  23:00:00,18.1875,70.125,3.,0.0,21.0217285412916,64.1825710583022,0.0,19.8966879368942 
 04/16  24:00:00,17.2625,72.625,3.,0.0,20.1965995493686,66.6419748819555,12048775.3190698,19.8966879368942 
 04/17  01:00:00,17.1875,66.75,3.,0.0,20.0336890462515,60.1394386117599,12632541.3512177,19.9084302834422 
 04/17  02:00:00,18.1125,60.5,3.625,0.0,20.1645378318317,56.7040256925175,0.0,19.9084302834422 
 04/17  03:00:00,18.4125,59.625,4.,0.0,20.1986548435282,56.4123702214289,0.0,19.9084302834422 
 04/17  04:00:00,16.925,67.5,3.375,0.0,19.4658581275851,62.1032265183401,63362175.3283454,19.9084302834422 
 04/17  05:00:00,15.4125,73.875,3.,0.0,20.8475688979147,55.4353376446312,0.0,19.9084302834422 
 04/17  06:00:00,14.125,79.375,3.,119353.168029589,21.1725263131232,59.8881523602577,0.0,19.9084302834422 
 04/17  07:00:00,13.6625,80.75,2.375,1036700.83254806,21.2196648645575,63.2380412079149,0.0,19.9084302834422 
 04/17  08:00:00,16.325,66.875,0.75,2507180.5911265,20.6454482838669,60.5027128528271,585703.214030095,19.9084302834422 
 04/17  09:00:00,19.7125,50.25,1.875,3713789.77922596,20.7598323387752,48.8663650102524,0.0,19.9084302834422 
 04/17  10:00:00,22.675,37.5,4.25,5436003.59369868,21.6455219042899,48.9281326866443,0.0,19.9084302834422 
 04/17  11:00:00,25.175,28.,5.625,6184121.25967995,22.0361446703621,50.3452118583666,0.0,19.9084302834422 
 04/17  12:00:00,26.4375,23.125,6.,5287137.71905941,22.3640468537845,49.0857422636621,0.0,19.9084302834422 
 04/17  13:00:00,27.2625,20.75,6.,5976829.42309246,22.7092571776387,47.1544431555902,0.0,19.9084302834422 
 04/17  14:00:00,27.975,18.75,6.,6096394.38133495,23.0576998209971,45.3474790135038,0.0,19.9084302834422 
 04/17  15:00:00,28.7,16.75,6.,5119355.77870381,23.3626258199929,43.6174366081623,0.0,19.9084302834422 
 04/17  16:00:00,29.,15.375,5.375,4462243.31196571,23.6426255080776,41.9718665636033,0.0,19.9084302834422 
 04/17  17:00:00,29.1875,14.375,4.375,3253008.75208757,23.8781524182196,40.5387718998599,0.0,19.9084302834422 
 04/17  18:00:00,28.7375,15.25,4.,4814547.46994582,24.1589513501409,39.4589486350573,0.0,19.9084302834422 
 04/17  19:00:00,27.525,20.375,2.75,0.0,24.3577626569238,40.0470307125036,0.0,19.9084302834422 
 04/17  20:00:00,25.75,34.25,2.,0.0,24.4903818301012,44.3017852625853,0.0,19.9084302834422 
 04/17  21:00:00,24.125,42.875,2.,0.0,24.4726550563588,45.308048698225,0.0,19.9084302834422 
 04/17  22:00:00,22.6,50.25,2.,0.0,23.8533122815986,47.9446697036461,0.0,19.9084302834422 
 04/17  23:00:00,21.125,58.375,2.625,0.0,23.0631358211753,55.0453155680388,0.0,19.9084302834422 
 04/17  24:00:00,19.85,63.5,3.,0.0,22.4012384951814,58.7091369517199,0.0,19.9084302834422 
 04/18  01:00:00,19.15,63.125,3.,0.0,21.9166366876477,57.8416673535504,0.0,19.9880103851052 
 04/18  02:00:00,19.,57.625,3.625,0.0,21.5890789786892,53.2147878905085,0.0,19.9880103851052 
 04/18  03:00:00,18.875,58.125,4.,0.0,21.2129625147504,54.3738076080922,0.0,19.9880103851052 
