Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),Environment:Site Outdoor Air Relative Humidity [%](Hourly),Environment:Site Wind Speed [m/s](Hourly),UNZ_0:Zone Windows Total Transmitted Solar Radiation Energy [J](Hourly),UNZ_0:Zone Operative Temperature [C](Hourly),UNZ_0:Zone Air Relative Humidity [%](Hourly),UNZ_0 IDEAL LOADS AIR:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),PEOPLE UNZ_0:Zone Thermal Comfort ASHRAE 55 Adaptive Model Running Average Outdoor Air Temperature [C](Hourly) 
 06/28  08:00:00,35.3625,14.625,3.25,6027532.08368364,34.4815650918847,30.767766136476,0.0,33.7436197348189 
 06/28  09:00:00,40.1,8.25,5.25,6764145.48769128,35.0177685700471,32.3159790493356,0.0,33.7436197348189 
 06/28  10:00:00,43.075,4.75,6.625,6564747.20049561,35.5236162676958,31.4928430027191,0.0,33.7436197348189 
 06/28  11:00:00,44.5375,4.625,6.375,5768007.69026395,35.9891257441262,30.2634630774681,0.0,33.7436197348189 
 06/28  12:00:00,45.725,3.75,5.375,4648976.98650943,36.4120752905834,29.5362366115122,0.0,33.7436197348189 
 06/28  13:00:00,45.725,4.25,4.375,5289819.35434833,36.8306865256309,28.5117680810376,0.0,33.7436197348189 
 06/28  14:00:00,46.125,4.375,3.375,6284626.97461024,37.278201000859,28.1991882068277,0.0,33.7436197348189 
 06/28  15:00:00,46.75,4.625,5.5,7091819.58712448,37.7385996686243,27.6995404888554,0.0,33.7436197348189 
 06/28  16:00:00,45.7125,6.25,7.,6754534.93600097,38.1559695516068,27.8923389920861,0.0,33.7436197348189 
 06/28  17:00:00,44.6875,7.,7.,5583645.71200766,38.4982196033273,28.4302883888151,0.0,33.7436197348189 
 06/28  18:00:00,43.5625,7.625,7.,3194617.18335452,38.7147667663032,28.7387197772021,0.0,33.7436197348189 
 06/28  19:00:00,39.4375,27.375,5.75,695677.805992818,38.8568653379664,32.3517086494392,0.0,33.7436197348189 
 06/28  20:00:00,35.8625,47.75,4.375,0.0,38.9407855885937,42.3428138017844,0.0,33.7436197348189 
 06/28  21:00:00,34.375,56.125,4.,0.0,39.020412120031,50.6121624254505,0.0,33.7436197348189 
 06/28  22:00:00,33.5,56.125,4.,0.0,39.0640583006373,55.2247856781277,0.0,33.7436197348189 
 06/28  23:00:00,33.325,47.5,3.375,0.0,39.0938683998451,55.5212297908721,0.0,33.7436197348189 
 06/28  24:00:00,33.3375,40.5,3.,0.0,39.1113535184419,52.7112790072423,0.0,33.7436197348189 
 06/29  01:00:00,32.6125,37.125,3.,0.0,39.1030266359266,49.5611409441194,0.0,33.8544574103249 
 06/29  02:00:00,31.1375,43.5,3.625,0.0,39.0616778339237,47.3920069109838,0.0,33.8544574103249 
 06/29  03:00:00,30.125,44.875,3.375,0.0,39.0031919180619,47.157592404322,0.0,33.8544574103249 
 06/29  04:00:00,29.9625,36.125,3.625,0.0,38.9437393754996,45.3326138756602,0.0,33.8544574103249 
 06/29  05:00:00,29.1875,28.875,3.375,110184.23947652,38.8581515937714,41.8668416160076,0.0,33.8544574103249 
 06/29  06:00:00,28.45,27.,3.625,1160848.72519418,38.6809714756063,38.8202905160911,0.0,33.8544574103249 
 06/29  07:00:00,31.7375,18.875,3.375,3603709.78717149,38.6673755845898,36.2132024141668,0.0,33.8544574103249 
 06/29  08:00:00,37.3,10.25,4.875,6260815.40171433,38.8822841271933,32.9021933376134,0.0,33.8544574103249 
 06/29  09:00:00,40.275,6.75,4.75,6923278.8225028,39.0954954646727,30.0458966478037,0.0,33.8544574103249 
 06/29  10:00:00,42.1125,6.,4.,6894947.88414451,39.3170899268084,27.9460027202995,0.0,33.8544574103249 
 06/29  11:00:00,44.2125,5.375,5.25,6726200.94703927,39.59152075246,26.7398493956039,0.0,33.8544574103249 
 06/29  12:00:00,45.625,4.375,6.625,4763303.76982619,39.7854278532915,25.8562886985011,0.0,33.8544574103249 
 06/29  13:00:00,46.625,3.375,6.375,5313429.66615885,40.0244381073668,24.7797891321226,0.0,33.8544574103249 
 06/29  14:00:00,47.,3.625,6.625,6294784.28750791,40.3116580612585,23.8198381013816,0.0,33.8544574103249 
 06/29  15:00:00,47.5625,4.,6.375,6947121.83050464,40.6244036077669,23.4963758936211,0.0,33.8544574103249 
 06/29  16:00:00,47.4625,3.375,6.625,6818089.5624541,40.9395657813388,23.1090434646411,0.0,33.8544574103249 
 06/29  17:00:00,46.7,3.,7.,5800803.08377633,41.2050098082035,22.3361139726836,0.0,33.8544574103249 
 06/29  18:00:00,45.5875,3.625,7.,3359046.12240269,41.3531894031105,21.9179741621025,0.0,33.8544574103249 
 06/29  19:00:00,43.9125,5.25,6.375,810593.43504123,41.4792143024434,22.0448408597172,0.0,33.8544574103249 
 06/29  20:00:00,42.1375,6.,5.375,0.0,41.5780664938143,22.513691003794,0.0,33.8544574103249 
 06/29  21:00:00,40.5625,7.875,4.375,0.0,41.6691455190449,22.8613615859035,0.0,33.8544574103249 
 06/29  22:00:00,39.125,9.625,4.,0.0,41.7235013685402,23.6870714580754,0.0,33.8544574103249 
 06/29  23:00:00,37.1,13.125,4.,0.0,41.7408657018271,24.6234021371396,0.0,33.8544574103249 
 06/29  24:00:00,35.7,12.5,4.,0.0,41.7361023024957,25.4766157385921,0.0,33.8544574103249 
 06/30  01:00:00,34.275,10.375,4.625,0.0,41.7053719726529,24.9159769670651,0.0,34.0335102188696 
 06/30  02:00:00,33.475,16.25,6.25,0.0,41.6609971750154,24.8242604463688,0.0,34.0335102188696 
 06/30  03:00:00,32.65,23.125,5.125,0.0,41.5986176925612,26.8908544234318,0.0,34.0335102188696 
 06/30  04:00:00,31.45,30.625,3.375,0.0,41.507495780391,29.4855738505204,0.0,34.0335102188696 
 06/30  05:00:00,29.9375,37.75,2.375,122621.994218172,41.3828655205986,32.4523573490787,0.0,34.0335102188696 
 06/30  06:00:00,28.3625,35.,2.,1246018.29299422,41.1368257593535,34.3654554823142,0.0,34.0335102188696 
 06/30  07:00:00,30.1125,27.,2.625,3796538.23493957,41.0442450232472,33.5193270974097,0.0,34.0335102188696 
 06/30  08:00:00,32.8125,24.,3.,6458660.56755685,41.1651006031494,32.3689551343666,0.0,34.0335102188696 
 06/30  09:00:00,35.225,21.5,3.625,6963633.16907287,41.2685047657007,32.1676924026589,0.0,34.0335102188696 
 06/30  10:00:00,37.825,16.875,4.625,6541225.61471344,41.3818556570523,31.6755025086784,0.0,34.0335102188696 
 06/30  11:00:00,39.55,13.75,6.25,5829128.89001845,41.4881264779188,30.6358874953811,0.0,34.0335102188696 
 06/30  12:00:00,41.3125,10.5,7.,4766553.24786381,41.577405919871,29.3703699834716,0.0,34.0335102188696 
 06/30  13:00:00,42.225,8.375,7.,5197108.11005973,41.697349977596,27.6900621844643,0.0,34.0335102188696 
 06/30  14:00:00,42.7375,7.375,7.,6002793.85417767,41.8602754664991,26.1902215700435,0.0,34.0335102188696 
 06/30  15:00:00,43.125,7.,7.,6468441.54174381,42.0379169935858,25.041678673785,0.0,34.0335102188696 
 06/30  16:00:00,43.075,7.,7.625,5936482.6517557,42.203849532614,24.3247609866492,0.0,34.0335102188696 
 06/30  17:00:00,42.75,7.625,6.75,3985503.24104807,42.2977538236973,24.0203848688038,0.0,34.0335102188696 
 06/30  18:00:00,42.1,9.25,6.625,2327738.69519075,42.3238832210452,24.326610387434,0.0,34.0335102188696 
 06/30  19:00:00,40.675,10.625,6.375,589781.33409325,42.3775608262847,24.8681268588426,0.0,34.0335102188696 
 06/30  20:00:00,39.375,11.625,5.375,0.0,42.4018160464351,25.2610457172983,0.0,34.0335102188696 
 06/30  21:00:00,38.25,12.,5.,0.0,42.4314526569093,25.4356191434164,0.0,34.0335102188696 
 06/30  22:00:00,37.3,13.25,4.375,0.0,42.4330148963002,25.5089321791612,0.0,34.0335102188696 
 06/30  23:00:00,36.1875,15.25,4.,0.0,42.415509671435,25.9308956848624,0.0,34.0335102188696 
 06/30  24:00:00,35.575,13.5,4.625,0.0,42.3900394809686,26.0526005281993,0.0,34.0335102188696 
 07/01  01:00:00,33.4375,16.375,5.,0.0,42.320532791612,25.7221924719911,0.0,34.1356223782406 
 07/01  02:00:00,30.45,21.5,4.375,0.0,42.1939987122302,26.327113462562,0.0,34.1356223782406 
 07/01  03:00:00,28.4625,23.625,4.,0.0,42.0404069360287,26.8593940469175,0.0,34.1356223782406 
 07/01  04:00:00,27.4,25.25,3.375,0.0,36.3759511312531,23.8538216000184,0.0,34.1356223782406 
 07/01  05:00:00,26.5375,28.5,3.,0.0,32.4944245635366,25.7346926700038,0.0,34.1356223782406 
 07/01  06:00:00,26.7,27.5,3.625,235064.98555615,31.320455797509,25.4927801017395,0.0,34.1356223782406 
 07/01  07:00:00,28.9375,22.25,4.625,1694327.67559788,34.3396658562006,20.4063954405966,0.0,34.1356223782406 
 07/01  08:00:00,32.5375,16.25,6.25,3923861.71454288,35.2226067606191,27.0418156544576,0.0,34.1356223782406 
 07/01  09:00:00,35.875,12.125,8.875,5176875.56853088,35.748212851059,30.3600098294422,0.0,34.1356223782406 
 07/01  10:00:00,38.5,9.125,11.25,5623920.52369851,36.2462952315368,31.2183219294224,0.0,34.1356223782406 
 07/01  11:00:00,40.15,8.,11.375,5316298.76527893,36.7005566764603,30.8735967129233,0.0,34.1356223782406 
 07/01  12:00:00,41.35,7.375,11.,4602445.40325347,37.0971994444159,30.4858418001469,0.0,34.1356223782406 
 07/01  13:00:00,42.1125,6.375,10.375,5597284.29333264,37.5044468340517,29.7145844252236,0.0,34.1356223782406 
 07/01  14:00:00,42.925,5.375,10.,6498713.34730718,37.9516041188521,28.5302886068092,0.0,34.1356223782406 
 07/01  15:00:00,43.1125,5.625,8.75,7159452.8993027,38.3868951643524,27.4709276921065,0.0,34.1356223782406 
 07/01  16:00:00,43.,6.625,8.,7209388.71279688,38.7967802713025,27.0902363564891,0.0,34.1356223782406 
 07/01  17:00:00,42.625,7.,8.625,7017303.10315353,39.1505223058139,27.0863074945611,0.0,34.1356223782406 
 07/01  18:00:00,41.775,7.,8.375,6334172.32790104,39.4481753181522,26.8349597547783,0.0,34.1356223782406 
 07/01  19:00:00,40.525,7.,6.75,6906880.85314659,39.8332464019327,26.1090906722498,0.0,34.1356223782406 
 07/01  20:00:00,39.25,9.5,6.,0.0,39.8865915278627,26.1723720940262,0.0,34.1356223782406 
 07/01  21:00:00,38.175,11.625,6.,0.0,39.9878544843711,27.0256227411531,0.0,34.1356223782406 
 07/01  22:00:00,37.05,12.625,6.,0.0,40.0514051287323,27.725253733002,0.0,34.1356223782406 
 07/01  23:00:00,36.1,13.625,6.625,0.0,40.0962413859505,28.152972904634,0.0,34.1356223782406 
 07/01  24:00:00,35.3,14.,7.,0.0,40.1253130638462,28.3920727234255,0.0,34.1356223782406 
 07/02  01:00:00,34.375,15.25,5.75,0.0,40.1331289129269,28.4987101725845,0.0,34.2095391322993 
 07/02  02:00:00,33.9375,15.375,6.25,0.0,40.1323062824371,28.6775923757699,0.0,34.2095391322993 
 07/02  03:00:00,33.4,15.,6.375,0.0,40.1184408479259,28.5457262604186,0.0,34.2095391322993 
 07/02  04:00:00,32.975,14.375,6.625,0.0,40.093754020025,28.2237002980992,0.0,34.2095391322993 
 07/02  05:00:00,31.7125,15.25,5.75,0.0,40.0403740569138,27.9000088851222,0.0,34.2095391322993 
 07/02  06:00:00,31.25,15.375,5.625,655729.650100219,39.9193772607834,27.8955745875358,0.0,34.2095391322993 
 07/02  07:00:00,32.775,13.125,6.625,2858288.70676188,39.8554108255827,27.6999466559022,0.0,34.2095391322993 
 07/02  08:00:00,35.35,11.375,7.625,5125541.34714119,39.9685215941114,27.1455775037456,0.0,34.2095391322993 
 07/02  09:00:00,37.7125,11.,8.625,5940805.95698751,40.1194944722738,27.0295107157752,0.0,34.2095391322993 
 07/02  10:00:00,39.4375,9.75,8.375,5766786.75125922,40.2640440506095,27.1398153308746,0.0,34.2095391322993 
 07/02  11:00:00,41.5625,8.375,7.375,5155814.69109364,40.425066551769,26.8339411620401,0.0,34.2095391322993 
 07/02  12:00:00,42.8125,7.375,7.,4195951.28791507,40.5633250180992,26.5281042768864,0.0,34.2095391322993 
 07/02  13:00:00,44.0625,5.75,6.375,4754534.78109478,40.7413625006284,25.7964427210376,0.0,34.2095391322993 
 07/02  14:00:00,45.2,5.,6.,5822363.63791381,40.980103632086,24.7385029300388,0.0,34.2095391322993 
 07/02  15:00:00,45.5625,5.,4.75,6563959.91784011,41.2374478413255,24.0385591299972,0.0,34.2095391322993 
 07/02  16:00:00,45.725,6.25,4.625,6743044.18624222,41.5104651598672,23.8191745042021,0.0,34.2095391322993 
 07/02  17:00:00,45.6125,5.75,7.5,6495641.55620596,41.7764350159457,23.9894972824365,0.0,34.2095391322993 
 07/02  18:00:00,44.75,6.25,8.375,5424789.82369754,41.9806411103257,23.6249283017619,0.0,34.2095391322993 
 07/02  19:00:00,43.3,7.,7.375,3200239.35205043,42.1618294624415,23.6377402950389,0.0,34.2095391322993 
 07/02  20:00:00,41.95,8.25,6.375,0.0,42.210896801651,23.7594791605539,0.0,34.2095391322993 
 07/02  21:00:00,40.5625,9.625,5.375,0.0,42.2789779797752,24.1630018755272,0.0,34.2095391322993 
 07/02  22:00:00,39.375,10.,5.,0.0,42.316076315385,24.4343531589032,0.0,34.2095391322993 
 07/02  23:00:00,38.4375,10.,5.,0.0,42.3394971758055,24.3761749413827,0.0,34.2095391322993 
 07/02  24:00:00,36.7875,13.125,4.375,0.0,42.3320850203765,24.5569132053433,0.0,34.2095391322993 
 07/03  01:00:00,34.625,16.25,4.,0.0,42.2867098448023,25.4511845831015,0.0,34.3723461612226 
 07/03  02:00:00,33.05,17.,2.75,0.0,42.2174536034534,25.9838258792317,0.0,34.3723461612226 
 07/03  03:00:00,33.6,16.375,3.25,0.0,42.1671860201423,26.0771615585495,0.0,34.3723461612226 
 07/03  04:00:00,33.7,16.,4.,0.0,42.1097542716253,26.1980951580341,0.0,34.3723461612226 
 07/03  05:00:00,31.9,19.125,2.75,0.0,42.0043054406981,26.4504657402255,0.0,34.3723461612226 
 07/03  06:00:00,30.875,21.,0.75,635783.733082497,41.8197272077114,27.1982656993604,0.0,34.3723461612226 
 07/03  07:00:00,32.925,16.625,1.875,2784361.58133332,41.7130089372161,27.3813479086729,0.0,34.3723461612226 
 07/03  08:00:00,35.3875,11.5,5.5,5032528.28969468,41.7891503091875,26.3893255548919,0.0,34.3723461612226 
 07/03  09:00:00,36.725,10.,6.375,5870449.6431755,41.8774646611162,25.2134337728266,0.0,34.3723461612226 
 07/03  10:00:00,38.1625,9.375,4.75,5706944.19242467,41.964358717963,24.5862531380932,0.0,34.3723461612226 
 07/03  11:00:00,40.55,9.,3.375,5077258.80338711,42.0770074706034,24.3177870616946,0.0,34.3723461612226 
 07/03  12:00:00,42.5375,9.625,3.,4112161.8389376,42.1768092119221,24.7137500602474,0.0,34.3723461612226 
 07/03  13:00:00,43.975,8.75,3.,4671097.84554667,42.3165642783317,25.2349524924606,0.0,34.3723461612226 
 07/03  14:00:00,44.375,9.25,4.25,5807180.61349576,42.505380362995,25.2945259718934,0.0,34.3723461612226 
 07/03  15:00:00,43.8,10.,5.,6887919.14425401,42.7105883715132,25.6817035130428,0.0,34.3723461612226 
 07/03  16:00:00,43.5625,10.,5.625,7344173.87902973,42.9425179397873,25.6809868898231,0.0,34.3723461612226 
 07/03  17:00:00,43.4125,10.,4.75,6702302.09414983,43.1415960307677,25.5656891294547,0.0,34.3723461612226 
 07/03  18:00:00,41.9875,13.125,5.25,5661135.92265445,43.2713308436338,25.8655196353945,0.0,34.3723461612226 
 07/03  19:00:00,40.5125,15.625,3.5,6714921.12344132,43.5110845065529,26.6814268877414,0.0,34.3723461612226 
 07/03  20:00:00,39.0375,16.,4.5,0.0,43.4487211694514,27.4087274706049,0.0,34.3723461612226 
 07/03  21:00:00,37.2125,23.5,5.375,0.0,43.4222751687055,28.2860223939244,0.0,34.3723461612226 
 07/03  22:00:00,35.6875,27.375,4.375,0.0,43.3602205306974,30.5917997715292,0.0,34.3723461612226 
 07/03  23:00:00,34.575,28.875,3.375,0.0,43.2839997041845,31.6893192287261,0.0,34.3723461612226 
 07/03  24:00:00,34.3875,22.5,1.125,0.0,43.2074131063521,31.6279036618684,0.0,34.3723461612226 
 07/04  01:00:00,34.125,19.875,0.0,0.0,43.1228169261638,29.750783621637,0.0,34.4864971225152 
 07/04  02:00:00,33.025,17.875,2.5,0.0,43.0165192760961,28.4839113346735,0.0,34.4864971225152 
 07/04  03:00:00,32.5,16.,3.375,0.0,42.9085660255147,26.8070419108491,0.0,34.4864971225152 
 07/04  04:00:00,32.5625,16.,3.,0.0,42.8070350471931,25.8103389607212,0.0,34.4864971225152 
 07/04  05:00:00,32.1,17.875,3.,0.0,42.6924681862771,25.5438023303726,0.0,34.4864971225152 
 07/04  06:00:00,31.3,19.,3.,598591.93018344,42.4925485248376,25.9712174596841,0.0,34.4864971225152 
 07/04  07:00:00,32.875,17.125,3.,2666904.16216846,42.34707081037,26.1726994665468,0.0,34.4864971225152 
 07/04  08:00:00,35.5625,14.125,5.5,4807358.87655218,42.416531312552,25.9224715742409,0.0,34.4864971225152 
 07/04  09:00:00,37.75,12.375,7.,5664076.36532253,42.5135826174225,25.5857719986166,0.0,34.4864971225152 
 07/04  10:00:00,40.0625,10.75,7.,5516567.97503285,42.6197372100077,25.3737537806585,0.0,34.4864971225152 
 07/04  11:00:00,42.25,9.375,7.625,4971048.37308925,42.7441519197317,25.0870275652522,0.0,34.4864971225152 
 07/04  12:00:00,44.25,7.75,8.,4062741.35946446,42.8616701900396,24.7364880816545,0.0,34.4864971225152 
 07/04  13:00:00,45.5,5.75,8.,4660981.01814944,43.0193785746113,23.8818048714373,0.0,34.4864971225152 
 07/04  14:00:00,45.9875,5.,8.625,5672462.89714511,43.2247887158466,22.6907963526408,0.0,34.4864971225152 
 07/04  15:00:00,46.4125,5.,9.,6445127.90345788,43.4577902929021,21.8822438095421,0.0,34.4864971225152 
 07/04  16:00:00,46.475,4.375,9.,6883885.54559332,43.7108721518812,21.2272387076837,0.0,34.4864971225152 
 07/04  17:00:00,45.8375,5.875,9.,6722829.71724319,43.9478061128207,20.7968884079089,0.0,34.4864971225152 
 07/04  18:00:00,44.5625,7.,8.375,5393598.8488728,44.1104435594707,21.2722633960151,0.0,34.4864971225152 
 07/04  19:00:00,43.0625,8.25,6.75,3148705.28571272,44.2528152918484,21.5267496242247,0.0,34.4864971225152 
 07/04  20:00:00,42.,9.,6.625,0.0,44.2703280845665,22.0199442044347,0.0,34.4864971225152 
 07/04  21:00:00,41.325,8.375,7.625,0.0,44.3198886329674,22.0373260598964,0.0,34.4864971225152 
 07/04  22:00:00,40.475,8.625,8.,0.0,44.3412344779219,21.7831209395499,0.0,34.4864971225152 
 07/04  23:00:00,39.0375,10.875,6.125,0.0,44.3356653503238,21.925989833601,0.0,34.4864971225152 
 07/04  24:00:00,37.9625,12.625,5.625,0.0,44.3154047287637,22.5095534624731,0.0,34.4864971225152 
 07/05  01:00:00,37.0125,13.625,6.,0.0,44.2809549423297,23.0239312048733,0.0,34.6505583295425 
 07/05  02:00:00,35.85,14.,4.75,0.0,44.2225314400551,23.3169488633779,0.0,34.6505583295425 
 07/05  03:00:00,34.7125,15.25,4.,0.0,44.1438984489454,23.4275502985897,0.0,34.6505583295425 
 07/05  04:00:00,32.7375,16.,4.,0.0,44.0253884259469,23.598085973238,0.0,34.6505583295425 
 07/05  05:00:00,30.675,19.125,3.375,0.0,43.8683559041057,23.6301066882756,0.0,34.6505583295425 
 07/05  06:00:00,29.625,22.25,2.375,427122.619880125,43.6251954108396,24.3609652154389,0.0,34.6505583295425 
 07/05  07:00:00,31.9,21.125,0.75,2395304.42963969,43.4278233339955,25.2113105239572,0.0,34.6505583295425 
 07/05  08:00:00,35.3375,16.875,1.875,4650138.11866443,43.4968867344765,25.5413205230949,0.0,34.6505583295425 
 07/05  09:00:00,38.25,14.375,3.625,5589193.31102503,43.5891762021598,25.4657773995462,0.0,34.6505583295425 
 07/05  10:00:00,40.675,9.,4.625,5593981.42445824,43.6890076381753,24.9625652268035,0.0,34.6505583295425 
 07/05  11:00:00,42.125,5.375,5.,5025532.02958164,43.7868271866254,22.9692855492207,0.0,34.6505583295425 
 07/05  12:00:00,43.3125,5.,5.,4100828.15251766,43.8663251530711,21.4815517202214,0.0,34.6505583295425 
 07/05  13:00:00,44.3,4.375,5.,4678308.71211942,43.985592409334,20.6024280581551,0.0,34.6505583295425 
 07/05  14:00:00,44.7875,5.25,5.625,5752065.45065732,44.1551160216923,20.0599307287323,0.0,34.6505583295425 
 07/05  15:00:00,45.0875,4.75,5.375,6621653.96805789,44.3501403506097,20.0152671557561,0.0,34.6505583295425 
 07/05  16:00:00,45.0125,4.,5.,7208194.37817064,44.5685304148157,19.3937060511388,0.0,34.6505583295425 
 07/05  17:00:00,44.65,4.,5.625,7204273.01269282,44.7835122382492,18.8576626839616,0.0,34.6505583295425 
 07/05  18:00:00,43.9375,4.,6.,5503902.10430369,44.9151347790136,18.5122765165631,0.0,34.6505583295425 
 07/05  19:00:00,42.475,5.25,5.375,2981549.46151051,45.0154458395125,18.3625484853734,0.0,34.6505583295425 
 07/05  20:00:00,40.3,7.875,4.375,0.0,44.9746889255377,18.9427216709108,0.0,34.6505583295425 
 07/05  21:00:00,38.025,10.875,3.375,0.0,44.9417760596763,19.9033895844716,0.0,34.6505583295425 
 07/05  22:00:00,37.1375,10.75,3.625,0.0,44.8908814252626,20.6834675937097,0.0,34.6505583295425 
 07/05  23:00:00,35.9125,12.5,3.375,0.0,44.8178866881934,21.0065454939597,0.0,34.6505583295425 
 07/05  24:00:00,35.3875,14.,3.625,0.0,44.7385305903645,21.6609253190197,0.0,34.6505583295425 
 07/06  01:00:00,34.875,15.25,4.,0.0,44.651151381679,22.2557513996832,0.0,34.7872758296688 
 07/06  02:00:00,32.5,19.75,2.75,0.0,44.5078838656742,23.0935403561259,0.0,34.7872758296688 
 07/06  03:00:00,30.3625,18.875,2.,0.0,44.3276165758923,23.6808975239407,0.0,34.7872758296688 
 07/06  04:00:00,29.8625,19.5,0.75,0.0,44.152259070101,23.3964264884454,0.0,34.7872758296688 
 07/06  05:00:00,28.9625,19.125,0.0,0.0,43.947606064725,23.5649396564848,0.0,34.7872758296688 
 07/06  06:00:00,27.8375,19.875,1.25,497943.901127773,41.8559256662718,22.3635790290106,0.0,34.7872758296688 
 07/06  07:00:00,30.5625,18.5,0.75,2539184.36426978,41.4729149693824,13.2211089183724,0.0,34.7872758296688 
 07/06  08:00:00,34.9625,12.625,2.5,4865865.80121435,42.3420126199836,17.8777359612028,0.0,34.7872758296688 
 07/06  09:00:00,38.1875,6.25,5.875,5819632.91259414,42.5309755625383,20.0048550924474,0.0,34.7872758296688 
 07/06  10:00:00,40.3875,4.625,7.625,5789367.67029222,42.7091899052459,19.8481842559635,0.0,34.7872758296688 
 07/06  11:00:00,42.225,4.375,8.,5310635.87683576,42.8899004531136,19.8555032498198,0.0,34.7872758296688 
 07/06  12:00:00,43.5875,4.,8.,4287924.14483361,43.0427115693677,19.7613244535361,0.0,34.7872758296688 
 07/06  13:00:00,44.625,4.,9.25,4749260.87524029,43.2252011190067,19.6900833174577,0.0,34.7872758296688 
 07/06  14:00:00,45.,4.625,8.75,5793067.86698252,43.4501180207952,19.7354323345582,0.0,34.7872758296688 
 07/06  15:00:00,45.625,5.,9.25,6713239.01726498,43.7040806066205,19.9735316781426,0.0,34.7872758296688 
 07/06  16:00:00,45.8125,4.375,11.25,7155865.12804547,43.974061890999,19.9629620563671,0.0,34.7872758296688 
 07/06  17:00:00,44.8875,3.375,10.125,7350419.19087501,44.2253472386424,19.3784398927645,0.0,34.7872758296688 
 07/06  18:00:00,43.775,3.625,8.375,6380473.74076484,44.416661617635,18.6854309857242,0.0,34.7872758296688 
 07/06  19:00:00,41.9,5.875,6.75,3501439.92100419,44.5446214046111,18.6775093895059,0.0,34.7872758296688 
 07/06  20:00:00,40.0625,7.625,6.,0.0,44.5261438389512,19.3830412669,0.0,34.7872758296688 
 07/06  21:00:00,39.4375,7.375,6.,0.0,44.5465553633333,19.7648639264945,0.0,34.7872758296688 
 07/06  22:00:00,39.0875,7.625,6.625,0.0,44.5468336685792,19.8387565744793,0.0,34.7872758296688 
 07/06  23:00:00,38.025,10.5,6.375,0.0,44.5241130931701,20.3227046505076,0.0,34.7872758296688 
 07/06  24:00:00,36.1875,13.875,4.75,0.0,44.4662701837079,21.4395083515814,0.0,34.7872758296688 
 07/07  01:00:00,33.4,17.5,4.,0.0,44.3571113263727,22.554050835411,0.0,34.9037763575688 
 07/07  02:00:00,30.6375,17.75,3.375,0.0,44.1983293599877,23.1506848401344,0.0,34.9037763575688 
 07/07  03:00:00,29.0125,16.375,1.125,0.0,44.0144795864884,22.7943438167463,0.0,34.9037763575688 
 07/07  04:00:00,27.9125,16.625,0.0,0.0,42.0991457617341,20.7663000345489,0.0,34.9037763575688 
 07/07  05:00:00,27.1875,17.625,0.0,0.0,36.7887491697143,12.786251523486,0.0,34.9037763575688 
 07/07  06:00:00,27.5625,18.,0.0,545278.515661061,37.1191784482929,12.6522198279036,0.0,34.9037763575688 
 07/07  07:00:00,30.775,16.75,1.25,2807508.4007329,39.2865559945725,15.2613551129653,0.0,34.9037763575688 
 07/07  08:00:00,34.6875,14.125,2.625,5272892.80765338,39.6991408302953,20.7596434593588,0.0,34.9037763575688 
 07/07  09:00:00,38.125,11.75,3.625,6118715.41414237,40.0687168442883,24.1153550789544,0.0,34.9037763575688 
 07/07  10:00:00,40.4625,11.,4.,5844770.77797823,40.398997311377,25.8723925757962,0.0,34.9037763575688 
 07/07  11:00:00,42.1,9.75,5.25,5207879.59352221,40.7046157841454,26.7923832121601,0.0,34.9037763575688 
 07/07  12:00:00,43.825,8.375,5.375,4287310.26572699,40.9789465222859,26.8156291433032,0.0,34.9037763575688 
 07/07  13:00:00,44.4375,8.,5.625,4908840.48606464,41.2636454218118,26.5392539993092,0.0,34.9037763575688 
 07/07  14:00:00,45.275,7.375,6.625,5981389.04006275,41.5939607215701,26.0593544340788,0.0,34.9037763575688 
 07/07  15:00:00,45.6125,7.,7.,6848541.81444684,41.9351774487408,25.4295019922004,0.0,34.9037763575688 
 07/07  16:00:00,45.8125,6.375,7.625,7346080.12378188,42.2855900471376,24.7068410367983,0.0,34.9037763575688 
 07/07  17:00:00,45.375,6.625,7.375,7551733.03779023,42.6200782335438,23.957299272158,0.0,34.9037763575688 
 07/07  18:00:00,44.625,7.,6.375,6342739.75304834,42.8826895040028,23.6064606475054,0.0,34.9037763575688 
 07/07  19:00:00,43.15,8.25,4.125,3530196.36505256,43.0839616498246,23.4052472922276,0.0,34.9037763575688 
 07/07  20:00:00,40.525,12.125,3.,0.0,43.1158169089835,24.0553785626493,0.0,34.9037763575688 
 07/07  21:00:00,37.8375,14.625,1.125,0.0,43.1418279210086,25.1103584999795,0.0,34.9037763575688 
 07/07  22:00:00,35.8375,16.25,0.0,0.0,43.1216905544148,25.633825685578,0.0,34.9037763575688 
 07/07  23:00:00,34.7625,13.875,3.125,0.0,43.0880444939603,25.5389645270221,0.0,34.9037763575688 
 07/07  24:00:00,35.6875,11.375,5.625,0.0,43.0762718560385,24.4334270797587,0.0,34.9037763575688 
 07/08  01:00:00,35.775,11.,5.375,0.0,43.0517357596867,23.7341915057206,0.0,34.9962199234276 
 07/08  02:00:00,34.525,14.75,4.375,0.0,42.9912132386681,23.6922269619007,0.0,34.9962199234276 
 07/08  03:00:00,32.6875,20.125,2.75,0.0,42.8971312070549,24.8429186319323,0.0,34.9962199234276 
